time,race1,race2,supplyUsed1,supplyUsed2,supplyMade1,supplyMade2,totalIncome1,totalIncome2,mineralsIncome1,mineralsIncome2,vespeneIncome1,vespeneIncome2,totalResources1,totalResources2,minerals1,minerals2,vespene1,vespene2,activeWorkers1,activeWorkers2,army1,army2,technology1,technology2,lostResources1,lostResources2,winner
550,2,0,148.0,145.0,180.0,165.0,3280,3196,2631,2547,649,649,1298,1249,320,900,978,349,63,58,5000,6150,4000,2175,1225,1175,0
557,2,0,146.0,150.0,180.0,173.0,3168,3118,2519,2491,649,627,1684,530,630,355,1054,175,63,58,4900,6050,4000,2175,1325,1275,0
564,2,0,158.0,151.0,180.0,181.0,3386,3241,2715,2435,671,806,389,834,105,555,284,279,66,58,4900,6000,4150,2175,1325,1325,0
571,2,0,150.0,146.0,180.0,181.0,3286,3230,2659,2267,627,963,771,1226,415,835,356,391,66,61,5250,5725,4150,2175,1725,1425,0
579,2,0,151.0,150.0,172.0,181.0,3202,3314,2575,2351,627,963,956,1287,520,830,436,457,63,61,6000,5725,4300,2175,1975,1425,0
586,2,0,150.0,150.0,172.0,181.0,2776,3291,2127,2351,649,940,976,1163,460,665,516,498,62,61,6000,5950,4300,2175,2025,1750,0
593,2,0,144.0,148.0,172.0,181.0,2686,3258,2015,2295,671,963,1296,1563,700,945,596,618,66,61,6000,5875,4050,2175,2275,1925,0
600,2,0,158.0,153.0,180.0,181.0,2983,3224,2379,2239,604,985,449,1038,135,475,314,563,66,61,6000,6100,4050,2175,2275,1925,0
607,2,0,157.0,151.0,196.0,181.0,3515,3241,2911,2211,604,1030,717,1419,335,740,382,679,66,61,6950,6000,4050,2175,2550,2275,0
614,2,0,161.0,153.0,196.0,181.0,3510,3078,2883,2071,627,1007,633,1475,425,680,208,795,66,61,6950,5900,4050,2175,2550,2475,0
621,2,0,163.0,159.0,196.0,181.0,3566,3090,2939,2127,627,963,415,993,260,290,155,703,69,61,7700,6125,4050,2175,2550,2475,0
629,2,0,166.0,163.0,196.0,181.0,3622,3650,2995,2687,627,963,170,1468,85,645,85,823,69,64,7700,6425,4050,2300,2550,2475,0
636,2,0,166.0,167.0,196.0,196.0,3666,3627,2995,2687,671,940,590,1249,425,410,165,839,69,64,7700,6425,4050,2300,2550,2475,0
643,2,0,160.0,161.0,204.0,196.0,3728,3678,3079,2715,649,963,1046,1709,805,750,241,959,72,67,7400,5950,4550,2300,2850,3075,0
650,2,0,174.0,161.0,204.0,196.0,3728,3812,3079,2827,649,985,187,2165,170,1090,17,1075,72,69,7800,6475,4550,2550,3150,3075,0
657,2,0,178.0,170.0,204.0,196.0,3750,3941,3079,2911,671,1030,352,2110,305,990,47,1120,72,69,7800,6625,4550,2875,3150,3075,0
664,2,0,180.0,161.0,204.0,196.0,3728,3778,3079,2771,649,1007,578,2187,455,1005,123,1182,72,59,8075,6625,4550,2875,3250,3575,0
671,2,0,178.0,162.0,204.0,196.0,3812,2490,2939,1707,873,783,1053,2457,810,1195,243,1262,74,59,7825,6775,4550,3025,3500,3575,0
679,2,0,188.0,168.0,204.0,196.0,4019,2877,3079,2183,940,694,664,1331,555,685,109,646,74,59,9300,7150,4550,3325,3500,3575,0
686,2,0,182.0,165.0,204.0,196.0,3907,3437,2967,2743,940,694,826,1175,755,695,71,480,74,59,8550,7025,4550,3325,4250,3750,0
693,2,0,174.0,165.0,204.0,196.0,4075,3011,3135,2295,940,716,1313,888,1130,570,183,318,74,59,7850,6950,4550,3325,4950,3875,0
700,2,0,150.0,147.0,219.0,196.0,3913,2927,2995,2211,918,716,1762,1232,1475,830,287,402,74,59,6200,5900,4550,3250,6600,5400,0
707,2,0,163.0,155.0,219.0,196.0,4019,2978,3079,2239,940,739,553,980,450,715,103,265,74,59,7050,6050,4550,3250,7200,5525,0
714,2,0,168.0,158.0,219.0,196.0,3913,2810,2995,2071,918,739,466,1149,405,800,61,349,74,59,7050,6150,4550,3350,7200,5525,0
721,2,0,169.0,161.0,219.0,196.0,3801,2737,2883,1819,918,918,872,849,695,480,177,369,79,62,7050,6250,4550,3350,7200,5525,0
729,2,0,173.0,167.0,219.0,196.0,3851,2670,2911,1707,940,963,838,1160,795,675,43,485,79,62,7050,6925,4550,3350,7200,5525,0
736,2,0,173.0,169.0,211.0,196.0,3913,2776,2883,1791,1030,985,1283,1505,1120,900,163,605,80,62,7550,7600,4550,3350,7300,5525,0
743,2,0,189.0,173.0,211.0,196.0,3952,2922,2967,1959,985,963,555,1331,280,685,275,646,80,62,8900,7725,4550,3350,7300,5575,0
750,2,0,189.0,171.0,211.0,196.0,4092,3106,3107,2099,985,1007,1032,1407,645,795,387,612,80,62,8900,7625,4550,3450,7300,5800,0
757,2,0,181.0,166.0,211.0,196.0,4019,2994,3079,1987,940,1007,1524,1382,1025,700,499,682,80,61,8200,7275,4550,3450,8000,7025,0
764,2,0,159.0,143.0,211.0,196.0,4243,1942,3303,1091,940,851,2029,1050,1410,355,619,695,80,58,6725,5600,4550,3450,9475,8975,0
771,2,0,119.0,117.0,211.0,196.0,4350,1785,3387,1091,963,694,2563,740,1820,40,743,700,80,56,3300,3875,4800,3450,12900,10975,0
779,2,0,130.0,120.0,211.0,196.0,4467,1796,3415,1147,1052,649,1561,865,840,85,721,780,80,56,3150,3850,4800,3450,14050,11425,0
786,2,0,128.0,123.0,211.0,196.0,4490,1796,3415,1147,1075,649,2101,983,1260,123,841,860,80,56,3050,4175,4800,3450,14150,11425,0
793,2,0,129.0,123.0,211.0,196.0,4562,1998,3443,1371,1119,627,2493,962,1520,58,973,904,80,53,2950,4400,4800,3450,14250,11625,0
800,2,0,135.0,121.0,211.0,181.0,4518,2126,3331,1455,1187,671,1284,1200,675,220,609,980,83,52,2050,4500,4800,3450,15150,12737,0
807,2,0,119.0,124.0,211.0,181.0,4523,2345,3359,1651,1164,694,1219,918,770,108,449,810,83,52,2600,4575,4800,3450,16350,12787,0
814,2,0,124.0,124.0,203.0,181.0,4473,2210,3331,1651,1142,559,1308,1169,915,303,393,866,83,52,3050,4800,4800,3450,16550,12787,0
821,2,0,121.0,132.0,203.0,181.0,4462,1874,3275,1539,1187,335,1441,934,900,78,541,856,83,52,2750,4925,4800,3550,16850,12787,0
829,2,0,135.0,127.0,203.0,181.0,4557,1852,3303,1427,1254,425,994,1150,305,238,689,912,84,52,3450,4650,4800,3550,17150,13062,0
836,2,0,125.0,125.0,203.0,181.0,4618,1930,3387,1483,1231,447,1024,850,395,128,629,722,84,53,2875,5025,4800,3550,17725,13237,0
843,2,0,121.0,124.0,203.0,181.0,4630,2188,3443,1651,1187,537,1561,953,800,188,761,765,84,53,2975,5175,4800,3550,18225,13487,0
850,2,0,138.0,126.0,203.0,181.0,4680,2160,3471,1623,1209,537,1139,848,230,73,909,775,83,53,2800,4900,4650,3550,18600,13812,0
857,2,0,136.0,120.0,203.0,181.0,4613,2132,3471,1595,1142,537,1675,1123,630,288,1045,835,83,53,3625,4600,4650,3550,19175,14162,0
864,2,0,137.0,126.0,195.0,181.0,4635,2384,3471,1847,1164,537,2193,1068,1000,223,1193,845,83,53,3625,4825,4650,3550,19275,14162,0
871,2,0,137.0,130.0,195.0,181.0,4708,2507,3499,2015,1209,492,2516,914,1300,163,1216,751,83,53,3375,5075,4650,3550,19525,14162,0
879,2,0,137.0,128.0,195.0,181.0,4674,3011,3443,2519,1231,492,2066,1323,1110,508,956,815,84,53,3325,4875,4650,3550,19825,14362,0
886,2,0,155.0,137.0,195.0,181.0,4568,3151,3359,2659,1209,492,1041,927,395,298,646,629,84,53,4900,5225,4650,3550,19825,14362,0
893,2,0,161.0,145.0,195.0,181.0,4484,3532,3275,2883,1209,649,1566,861,780,223,786,638,84,53,5400,5225,4650,3550,19825,14362,0
900,2,0,161.0,139.0,195.0,181.0,4378,3907,3191,3191,1187,716,2095,1167,1165,478,930,689,84,53,5400,5450,4650,3550,19825,14837,0
907,2,0,161.0,140.0,195.0,181.0,4025,4002,2883,3331,1142,671,2570,1098,1500,408,1070,690,84,51,5400,5450,4650,3550,19825,14937,0
914,2,0,179.0,145.0,195.0,181.0,3958,3672,2771,3023,1187,649,2053,1084,835,443,1218,641,84,47,6150,6425,4650,3650,20075,15137,0
921,2,0,177.0,149.0,195.0,181.0,4053,2849,2799,2267,1254,582,2131,1031,765,368,1366,663,84,47,6050,6700,4650,3650,20175,15137,0
929,2,0,157.0,137.0,195.0,181.0,4092,1718,2883,1091,1209,627,2622,1177,1120,434,1502,743,84,47,4775,6025,4650,3650,21150,16037,0
936,2,0,158.0,145.0,195.0,181.0,3991,1718,2883,1091,1108,627,1479,774,155,34,1324,740,84,47,5100,6350,4650,3650,22325,16362,0
943,2,0,153.0,141.0,195.0,181.0,3991,1690,2939,1063,1052,627,1852,960,450,144,1402,816,84,47,5125,6250,4650,3650,22800,16587,0
950,2,0,139.0,127.0,195.0,181.0,4058,2070,3051,1399,1007,671,2337,1221,815,329,1522,892,84,47,4350,5350,4650,3650,23575,17637,0
957,2,0,155.0,135.0,195.0,181.0,4036,1830,3051,1203,985,627,1896,978,250,64,1646,914,84,47,5150,5850,4650,3650,23675,17637,0
964,2,0,140.0,126.0,195.0,181.0,3851,1802,2799,1175,1052,627,2109,1149,460,159,1649,990,84,47,4425,5100,4650,3650,24950,18387,0
971,2,0,130.0,107.0,195.0,181.0,4070,1947,2995,1343,1075,604,2583,1381,810,319,1773,1062,84,47,3850,3750,4650,3650,25325,19837,0
979,2,0,125.0,102.0,195.0,181.0,3907,2031,2911,1427,996,604,1642,1067,155,154,1487,913,84,47,2375,3300,4650,3650,26800,20687,0
986,2,0,129.0,106.0,195.0,181.0,3790,1858,2883,1231,907,627,1487,1048,200,84,1287,964,84,47,3600,3300,4650,3650,26975,20687,0
993,2,0,131.0,102.0,210.0,181.0,3896,2222,3023,1595,873,627,1705,1349,435,309,1270,1040,84,47,3850,3125,4650,3650,26975,20912,0
1000,2,0,139.0,97.0,210.0,181.0,3846,2350,2995,1679,851,671,650,1300,30,234,620,1066,84,47,3425,2650,4650,3650,27400,21562,0
1007,2,0,139.0,97.0,210.0,181.0,3930,2927,3079,2323,851,604,1144,1634,420,504,724,1130,84,47,4925,3225,4650,3650,27400,21562,0
1014,2,0,139.0,110.0,210.0,181.0,4036,2910,3163,2463,873,447,1522,1091,690,184,832,907,84,47,4925,3225,4650,3650,27400,21562,0
1021,2,0,137.0,114.0,210.0,181.0,4014,2216,3051,1791,963,425,1988,1063,1040,129,948,934,84,47,5275,3575,4650,3650,27650,21562,0
1029,2,0,148.0,114.0,210.0,181.0,3924,2524,2939,2099,985,425,1483,1410,815,424,668,986,83,47,5275,3725,4650,3650,27700,21562,0
1036,2,0,144.0,120.0,218.0,181.0,4092,2910,3107,2463,985,447,1370,1252,890,289,480,963,83,47,4775,3900,4650,3650,28200,21712,0
1043,2,0,154.0,126.0,218.0,181.0,4232,2922,3247,2519,985,403,1076,1231,480,274,596,957,83,47,4025,4075,4650,3550,28950,21862,0
1050,2,0,158.0,126.0,218.0,181.0,4187,2950,3247,2547,940,403,1388,1234,680,279,708,955,83,47,5025,4475,4650,3550,28950,21862,0
1057,2,0,158.0,139.0,218.0,181.0,4154,2502,3191,2099,963,403,1493,1112,665,184,828,928,83,47,5025,5100,4650,3550,28950,21912,0
1064,2,0,158.0,145.0,218.0,181.0,4058,2446,3051,2043,1007,403,1628,1009,880,79,748,930,83,47,5025,5350,4650,3550,28950,21912,0
1071,2,0,184.0,150.0,218.0,181.0,4114,2698,3107,2295,1007,403,1124,857,260,104,864,753,83,47,7025,5500,4650,3550,28950,21912,0
1079,2,0,184.0,156.0,218.0,181.0,4070,2642,3107,2239,963,403,1611,614,635,59,976,555,83,47,7025,6125,4650,3550,28950,21912,0
1086,2,0,172.0,154.0,218.0,181.0,4120,2754,3135,2351,985,403,2107,938,1015,339,1092,599,83,47,6275,6375,4650,3550,29700,22012,0
1093,2,0,186.0,147.0,195.0,181.0,3756,2020,2883,1595,873,425,1037,1121,145,474,892,647,81,40,6025,6425,4650,3550,30550,22362,0
1100,2,0,194.0,146.0,195.0,166.0,3118,1348,2491,923,627,425,1303,1284,335,589,968,695,81,39,7625,6525,4650,3350,30550,23322,0
1107,2,0,182.0,143.0,195.0,166.0,3056,1270,2407,867,649,403,1383,732,485,239,898,493,79,37,7125,6975,5000,3350,31150,23922,0
1114,2,0,182.0,139.0,195.0,166.0,3151,1214,2491,811,660,403,1737,870,765,329,972,541,79,37,7125,6575,5000,3350,31150,24322,0
1121,2,0,194.0,143.0,195.0,166.0,3011,990,2463,699,548,291,1057,582,325,209,732,373,79,37,7125,6575,5000,3350,31150,24322,0
1129,2,0,187.0,136.0,187.0,166.0,2658,962,2211,671,447,291,1356,707,580,294,776,413,79,37,7525,6300,4850,3350,32050,24622,0
1136,2,0,183.0,135.0,179.0,166.0,2272,1096,1959,783,313,313,1627,843,815,394,812,449,79,37,7775,6800,4850,3350,32000,24672,0
1143,2,0,183.0,138.0,179.0,166.0,2037,1326,1791,1035,246,291,1871,685,1035,329,836,356,79,37,7775,6800,4850,3350,32000,24672,0
1150,2,0,192.0,140.0,194.0,166.0,2177,1152,1931,839,246,313,887,266,640,124,247,142,78,37,7775,7075,4850,3350,32050,24797,0
1157,2,0,194.0,140.0,179.0,166.0,2278,1466,1987,1175,291,291,378,462,295,284,83,178,76,37,8925,7075,4850,3350,32650,24797,0
1164,2,0,186.0,130.0,179.0,166.0,2334,1645,2043,1399,291,246,664,660,545,454,119,206,76,31,8525,6925,4850,3250,33050,25417,0
1171,2,0,174.0,121.0,179.0,166.0,2423,1023,2211,979,212,44,761,485,620,404,141,81,76,21,7925,7150,4850,3250,33650,25967,0
1179,2,0,166.0,112.0,179.0,166.0,2317,727,2183,727,134,0,1027,565,870,484,157,81,76,12,7525,7700,4850,3250,34050,26492,0
1186,2,0,164.0,108.0,179.0,166.0,2384,167,2295,167,89,0,200,570,185,489,15,81,76,9,6775,7650,4850,3250,34800,26692,0
1193,2,0,162.0,108.0,195.0,166.0,2373,111,2239,111,134,0,456,585,425,504,31,81,76,9,7250,7650,4850,3250,35050,26692,0
1200,2,0,156.0,108.0,195.0,166.0,2485,27,2351,27,134,0,757,585,710,504,47,81,76,9,6500,7925,4850,3250,35800,26692,0
1207,2,0,156.0,108.0,195.0,166.0,2289,0,2155,0,134,0,868,585,805,504,63,81,76,9,6500,7925,5000,3250,35800,26692,0
1214,2,0,158.0,114.0,195.0,166.0,2345,0,2211,0,134,0,559,235,530,204,29,31,68,9,7000,7925,5150,3250,36200,26692,0
1221,2,0,158.0,114.0,195.0,166.0,1964,0,1875,0,89,0,772,235,735,204,37,31,68,9,7575,7925,5150,3250,36200,26692,0
1229,2,0,157.0,114.0,172.0,151.0,1684,0,1595,0,89,0,963,235,910,204,53,31,67,9,7575,8025,5150,3250,36750,27317,0
1236,2,0,157.0,114.0,172.0,151.0,1561,0,1427,0,134,0,1159,235,1090,204,69,31,67,9,7575,8275,5150,3250,36750,27317,0
1243,2,0,151.0,114.0,149.0,151.0,1247,0,1203,0,44,0,979,235,910,204,69,31,61,9,7575,8275,5150,3250,37550,27317,0
1250,2,0,148.0,98.0,149.0,151.0,951,0,951,0,0,0,1094,235,1025,204,69,31,58,9,7575,6575,5150,3250,37700,29017,0
1257,2,0,128.0,88.0,173.0,151.0,1147,0,1147,0,0,0,1254,235,1185,204,69,31,58,9,6125,5875,5000,3250,39300,29717,0
7,1,2,13.0,13.0,14.0,15.0,293,293,293,293,0,0,35,35,35,35,0,0,12,12,0,0,0,0,0,0,0
14,1,2,13.0,14.0,14.0,15.0,671,671,671,671,0,0,20,70,20,70,0,0,13,13,0,0,0,0,0,0,0
21,1,2,14.0,14.0,14.0,15.0,699,727,699,727,0,0,55,5,55,5,0,0,13,13,0,0,0,0,0,0,0
29,1,2,14.0,15.0,14.0,15.0,755,727,755,727,0,0,145,40,145,40,0,0,13,14,0,0,0,0,0,0,0
36,1,2,16.0,15.0,22.0,15.0,783,839,783,839,0,0,150,150,150,150,0,0,14,14,0,0,0,0,0,0,0
43,1,2,16.0,16.0,22.0,23.0,811,839,811,839,0,0,240,40,240,40,0,0,16,15,0,0,0,0,0,0,0
50,1,2,15.0,17.0,22.0,23.0,783,867,783,867,0,0,30,60,30,60,0,0,15,16,0,0,0,0,0,0,0
57,1,2,17.0,18.0,22.0,23.0,839,867,839,867,0,0,35,65,35,65,0,0,15,17,0,0,0,0,0,0,0
64,1,2,18.0,19.0,22.0,23.0,923,1007,923,1007,0,0,95,130,95,130,0,0,16,18,0,0,0,0,0,0,0
71,1,2,17.0,19.0,22.0,23.0,979,1001,979,979,0,22,175,249,175,245,0,4,17,18,0,0,0,0,0,0,0
79,1,2,17.0,20.0,22.0,23.0,979,1018,979,951,0,67,35,362,35,350,0,12,16,19,0,0,0,0,0,0,0
86,1,2,18.0,20.0,22.0,23.0,923,1006,923,895,0,111,95,33,95,5,0,28,16,19,0,0,0,150,0,0,0
93,1,2,19.0,21.0,22.0,23.0,895,1057,895,923,0,134,145,159,145,115,0,44,18,20,0,0,0,150,0,0,0
100,1,2,20.0,22.0,22.0,23.0,906,1107,839,951,67,156,207,84,195,20,12,64,18,21,0,0,0,150,0,0,0
107,1,2,20.0,22.0,22.0,23.0,1029,1051,895,895,134,156,333,134,305,50,28,84,19,21,0,0,0,150,0,0,0
114,1,2,21.0,22.0,22.0,23.0,1051,1079,895,923,156,156,408,164,360,60,48,104,20,22,0,0,0,150,0,0,0
121,1,2,26.0,23.0,28.0,23.0,1135,1074,979,895,156,179,89,189,25,65,64,124,20,22,0,0,250,150,0,0,0
129,1,2,26.0,23.0,28.0,23.0,1107,1102,951,923,156,179,224,319,140,175,84,144,21,23,0,0,250,150,0,0,0
136,1,2,28.0,26.0,28.0,31.0,1141,1191,1007,923,134,268,65,135,65,30,0,105,21,23,0,0,250,300,0,0,0
143,1,2,30.0,27.0,36.0,31.0,1085,1208,1063,895,22,313,90,285,90,140,0,145,22,24,50,0,250,300,0,0,0
150,1,2,30.0,27.0,36.0,31.0,1175,1180,1175,867,0,313,245,130,245,95,0,35,23,24,50,0,250,300,0,0,0
157,1,2,30.0,31.0,36.0,46.0,1315,1236,1315,923,0,313,45,105,45,55,0,50,24,25,350,125,250,300,0,0,0
164,1,2,32.0,32.0,36.0,46.0,1371,1314,1371,979,0,335,115,170,115,80,0,90,24,26,350,125,250,300,0,0,0
171,1,2,34.0,34.0,36.0,46.0,1399,1477,1399,1119,0,358,20,295,20,165,0,130,24,28,350,125,250,300,0,0,0
179,1,2,36.0,35.0,36.0,46.0,1455,1516,1455,1203,0,313,105,422,105,260,0,162,26,29,400,125,250,300,0,0,0
186,1,2,36.0,36.0,36.0,46.0,1455,1628,1455,1315,0,313,270,562,270,360,0,202,26,30,400,250,250,300,0,0,0
193,1,2,43.0,41.0,44.0,46.0,1595,1656,1595,1343,0,313,115,272,115,180,0,92,28,31,400,250,250,600,0,0,0
200,1,2,44.0,42.0,44.0,46.0,1539,1740,1539,1427,0,313,140,282,140,150,0,132,28,32,400,250,250,600,0,0,0
207,1,2,44.0,44.0,44.0,46.0,1651,1824,1651,1511,0,313,240,388,240,220,0,168,33,34,650,250,250,600,0,0,0
214,1,2,47.0,44.0,52.0,54.0,1695,1818,1651,1483,44,335,243,553,235,345,8,208,33,34,650,250,250,600,0,0,0
221,1,2,47.0,50.0,52.0,54.0,1925,1936,1791,1623,134,313,384,399,360,305,24,94,33,36,700,600,250,600,100,0,0
229,1,2,51.0,51.0,58.0,54.0,1953,1830,1819,1539,134,291,415,150,375,20,40,130,34,37,700,600,250,600,100,0,0
236,1,2,51.5,52.0,66.0,54.0,1981,1942,1847,1651,134,291,551,352,495,190,56,162,38,38,625,600,250,600,175,0,0
243,1,2,59.0,52.0,66.0,54.0,2003,1942,1847,1651,156,291,241,263,165,115,76,148,38,38,550,650,250,600,250,175,0
250,1,2,59.0,51.0,66.0,54.0,2082,2031,1903,1763,179,268,431,171,335,95,96,76,38,39,750,525,250,750,300,300,0
257,1,2,65.0,52.0,66.0,54.0,2222,1925,2043,1679,179,246,226,244,110,140,116,104,38,40,750,875,250,750,300,300,0
264,1,2,66.0,53.0,66.0,62.0,2199,2031,2043,1875,156,156,322,210,190,190,132,20,40,41,1000,875,250,750,300,300,0
271,1,2,65.5,52.0,66.0,62.0,2171,1947,2015,1791,156,156,487,345,335,305,152,40,43,40,975,875,250,750,325,400,0
279,1,2,64.5,54.0,66.0,70.0,2395,2076,2239,1875,156,201,337,303,265,235,72,68,43,42,1125,875,375,750,325,400,0
286,1,2,70.5,55.0,82.0,70.0,2283,1998,2127,1819,156,179,202,198,110,110,92,88,42,43,1125,875,375,750,325,400,0
293,1,2,70.5,56.0,90.0,70.0,2395,1975,2239,1819,156,156,327,159,215,105,112,54,47,43,1275,875,375,1000,325,450,0
300,1,2,72.5,53.0,90.0,85.0,2530,1550,2351,1483,179,67,442,223,310,165,132,58,50,41,1225,875,375,1000,375,775,0
307,1,2,78.5,50.0,90.0,85.0,2530,1007,2351,1007,179,0,382,238,230,180,152,58,50,39,1175,700,500,1000,425,1100,0
314,1,2,77.0,48.0,90.0,93.0,2630,755,2295,755,335,0,330,273,230,215,100,58,55,38,1000,700,500,1250,600,1250,0
321,1,2,73.0,51.0,90.0,93.0,2709,1063,2239,1063,470,0,591,489,435,431,156,58,58,40,900,700,500,1400,700,1250,0
329,1,2,80.0,54.0,90.0,93.0,2955,1931,2463,1931,492,0,506,364,290,356,216,8,61,41,900,875,500,1550,700,1250,0
336,1,2,86.0,57.0,90.0,93.0,3129,2043,2659,2043,470,0,342,449,170,441,172,8,60,44,900,875,950,1550,700,1250,0
343,1,2,88.0,60.0,90.0,93.0,3073,2188,2491,2099,582,89,367,620,115,596,252,24,65,47,900,875,950,1550,700,1250,0
350,1,2,90.0,61.0,90.0,93.0,3448,2227,2575,1959,873,268,284,482,95,426,189,56,70,48,900,875,950,1550,700,1250,0
357,1,2,98.0,63.0,106.0,93.0,3588,2412,2603,2099,985,313,295,627,65,531,230,96,70,50,900,875,950,1650,700,1250,0
364,1,2,106.0,67.0,106.0,93.0,3706,2496,2743,2183,963,313,346,578,100,521,246,57,70,53,1300,875,950,1650,700,1250,0
371,1,2,114.0,69.0,114.0,93.0,3840,2664,2855,2351,985,313,402,698,140,601,262,97,70,55,1400,875,1200,1650,700,1250,0
379,1,2,114.0,75.0,114.0,93.0,3896,2843,2911,2463,985,380,663,535,285,486,378,49,70,57,1950,975,1200,1650,700,1250,0
386,1,2,114.0,78.0,114.0,93.0,3851,3011,2911,2407,940,604,1120,586,630,461,490,125,70,60,2350,975,1200,1800,700,1250,0
393,1,2,113.5,79.0,130.0,93.0,3868,3090,2883,2463,985,627,1380,452,770,351,610,101,70,61,2725,975,1200,1800,725,1250,0
400,1,2,128.5,81.0,130.0,93.0,3924,3017,2939,2323,985,694,580,722,225,541,355,181,70,63,2725,975,1200,1800,725,1250,0
407,1,2,128.0,82.0,130.0,93.0,3874,3258,2911,2407,963,851,1037,246,570,161,467,85,70,65,2700,975,1200,1800,750,1250,0
414,1,2,149.0,81.0,162.0,93.0,3868,3459,2883,2519,985,940,267,653,205,456,62,197,70,67,2700,875,1200,1800,750,1350,0
421,1,2,152.0,89.0,178.0,93.0,3890,3487,2883,2547,1007,940,273,429,170,316,103,113,70,67,2700,1250,1200,2050,750,1350,0
429,1,2,162.5,89.0,178.0,93.0,3784,3566,2799,2603,985,963,109,624,90,391,19,233,70,67,3550,1550,1200,2050,775,1350,0
436,1,2,166.5,89.0,178.0,93.0,3795,3672,2855,2687,940,985,391,754,260,401,131,353,70,67,3650,1550,1200,2350,775,1350,0
443,1,2,165.5,89.0,202.0,93.0,3784,3470,2799,2463,985,1007,236,420,135,251,101,169,69,67,5075,1550,1200,2350,775,1350,0
450,1,2,175.5,93.0,202.0,93.0,3868,3633,2883,2603,985,1030,206,936,110,651,96,285,69,67,5550,1925,1200,2700,775,1350,0
457,1,2,184.5,93.0,202.0,109.0,3784,3476,2799,2491,985,985,148,1248,115,851,33,397,69,67,5750,1925,1200,3100,775,1350,0
464,1,2,184.5,103.0,202.0,109.0,3672,3515,2687,2575,985,940,579,860,430,501,149,359,69,67,5950,2425,1200,3100,775,1350,0
471,1,2,196.5,93.0,202.0,117.0,3672,3487,2687,2547,985,940,425,1285,310,806,115,479,69,67,6350,1650,1200,3100,775,2125,0
479,1,2,198.5,91.0,202.0,117.0,3627,3672,2687,2687,940,985,552,1535,400,936,152,599,69,67,6550,1275,1200,3600,975,2500,0
486,1,2,196.5,101.0,202.0,117.0,3538,3638,2575,2631,963,1007,637,1085,515,466,122,619,69,67,7050,2150,1200,3600,1075,2700,0
493,1,2,195.5,97.0,202.0,117.0,3616,3588,2631,2603,985,985,972,698,805,171,167,527,69,67,6950,1950,1200,3450,1175,2900,0
500,1,2,197.5,95.0,202.0,117.0,3566,3398,2603,2435,963,963,989,610,810,121,179,489,69,67,7050,1750,1200,3300,1475,3300,0
507,1,2,197.5,85.0,202.0,117.0,3566,3358,2603,2463,963,895,989,819,810,226,179,593,69,65,7050,1100,1200,3300,1475,4250,0
7,,,13.0,13.0,15.0,15.0,293,293,293,293,0,0,35,35,35,35,0,0,12,12,0,0,0,0,0,0,1
14,,,14.0,13.0,15.0,15.0,615,643,615,643,0,0,60,65,60,65,0,0,13,12,0,0,0,0,0,0,1
21,,,14.0,14.0,15.0,15.0,671,643,671,643,0,0,30,35,30,35,0,0,13,13,0,0,0,0,0,0,1
29,,,14.0,15.0,15.0,15.0,587,671,587,671,0,0,95,65,95,65,0,0,14,14,0,0,0,0,0,0,1
36,,,14.0,15.0,15.0,15.0,671,699,671,699,0,0,180,160,180,160,0,0,14,14,0,0,0,0,0,0,1
43,,,14.0,16.0,23.0,23.0,643,727,643,727,0,0,100,35,100,35,0,0,14,15,0,0,0,0,0,0,1
50,,,14.0,16.0,23.0,23.0,643,811,643,811,0,0,25,40,25,40,0,0,14,15,0,0,0,0,0,0,1
57,,,15.0,17.0,23.0,23.0,643,839,643,839,0,0,60,15,60,15,0,0,14,16,0,0,0,0,0,0,1
64,,,16.0,18.0,23.0,23.0,699,895,699,895,0,0,95,75,95,75,0,0,15,17,0,0,0,0,0,0,1
71,,,16.0,18.0,23.0,31.0,699,895,699,895,0,0,105,20,105,20,0,0,15,17,0,0,0,0,0,0,1
79,,,17.0,19.0,23.0,31.0,699,951,699,951,0,0,140,90,140,90,0,0,16,18,0,0,0,0,0,0,1
86,,,17.0,19.0,23.0,31.0,727,878,727,811,0,67,230,47,230,35,0,12,16,18,0,0,0,150,0,0,1
93,,,18.0,21.0,23.0,31.0,794,967,727,811,67,156,127,72,115,40,12,32,17,19,0,0,150,150,0,0,1
100,,,19.0,22.0,23.0,31.0,906,995,727,839,179,156,132,67,100,15,32,52,17,19,0,0,300,150,0,0,1
107,,,20.0,23.0,23.0,31.0,855,995,699,839,156,156,123,137,75,65,48,72,17,20,50,0,300,150,0,0,1
114,,,21.0,23.0,23.0,31.0,855,1051,699,895,156,156,73,272,5,180,68,92,17,20,100,0,300,150,0,0,1
121,,,20.0,25.0,23.0,31.0,799,1074,643,895,156,179,193,127,105,65,88,62,16,21,100,100,300,450,0,0,1
129,,,22.0,27.0,23.0,31.0,967,1146,811,923,156,223,113,140,5,75,108,65,16,21,150,100,300,450,0,0,1
136,,,22.0,26.0,31.0,39.0,1018,1096,839,895,179,201,218,170,90,85,128,85,16,20,200,100,300,450,25,50,1
143,,,22.0,26.0,31.0,39.0,766,861,587,727,179,134,278,256,130,155,148,101,15,20,250,275,300,450,75,50,1
150,,,24.0,23.0,31.0,39.0,883,665,727,531,156,134,109,337,45,220,64,117,15,19,300,300,300,450,75,200,1
